"version","generated_at","figure","category","purpose","original_path","original_relative_path","fixed_path","fixed_relative_path","size_bytes","sha256","fixed_status","fixed_method","note"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:35","Figure_1","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_20260516_045536__20260516_065305.md","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_20260516_045536__20260516_065305.md","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_20260516_045536__20260516_065305.md","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_20260516_045536__20260516_065305.md","63","E1824573DEB35CCB6EC6F4A5F9171E66EF25088A2541CA2F2613B1BA3CE32F08","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:35","Figure_1","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_20260516_045536__20260516_065305__20260516_065305.md","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_20260516_045536__20260516_065305__20260516_065305.md","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_20260516_045536__20260516_065305__20260516_065305.md","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_20260516_045536__20260516_065305__20260516_065305.md","63","E1824573DEB35CCB6EC6F4A5F9171E66EF25088A2541CA2F2613B1BA3CE32F08","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:35","Figure_1","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_20260516_045536__20260516_065305__20260516_065305__postR_20260516_065323.md","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_20260516_045536__20260516_065305__20260516_065305__postR_20260516_065323.md","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_20260516_045536__20260516_065305__20260516_065305__postR_20260516_065323.md","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_20260516_045536__20260516_065305__20260516_065305__postR_20260516_065323.md","63","E1824573DEB35CCB6EC6F4A5F9171E66EF25088A2541CA2F2613B1BA3CE32F08","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:35","Figure_1","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_20260516_045536__20260516_065305__20260516_065305__postR_20260516_065323__postR_20260516_065323.md","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_20260516_045536__20260516_065305__20260516_065305__postR_20260516_065323__postR_20260516_065323.md","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_20260516_045536__20260516_065305__20260516_065305__postR_20260516_065323__postR_20260516_065323.md.SOURCE_POINTER.txt","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_20260516_045536__20260516_065305__20260516_065305__postR_20260516_065323__postR_20260516_065323.md.SOURCE_POINTER.txt","63","E1824573DEB35CCB6EC6F4A5F9171E66EF25088A2541CA2F2613B1BA3CE32F08","pointer","pointer_after_error","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:35","Figure_1","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_20260516_045536__20260516_065305__postR_20260516_065323.md","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_20260516_045536__20260516_065305__postR_20260516_065323.md","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_20260516_045536__20260516_065305__postR_20260516_065323.md","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_20260516_045536__20260516_065305__postR_20260516_065323.md","63","E1824573DEB35CCB6EC6F4A5F9171E66EF25088A2541CA2F2613B1BA3CE32F08","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:35","Figure_1","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_20260516_045536__20260516_065305__postR_20260516_065323__postR_20260516_065323.md","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_20260516_045536__20260516_065305__postR_20260516_065323__postR_20260516_065323.md","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_20260516_045536__20260516_065305__postR_20260516_065323__postR_20260516_065323.md","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_20260516_045536__20260516_065305__postR_20260516_065323__postR_20260516_065323.md","63","E1824573DEB35CCB6EC6F4A5F9171E66EF25088A2541CA2F2613B1BA3CE32F08","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:35","Figure_1","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_20260516_045536__postR_20260516_065323.md","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_20260516_045536__postR_20260516_065323.md","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_20260516_045536__postR_20260516_065323.md","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_20260516_045536__postR_20260516_065323.md","63","E1824573DEB35CCB6EC6F4A5F9171E66EF25088A2541CA2F2613B1BA3CE32F08","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:35","Figure_1","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_20260516_045536__postR_20260516_065323__postR_20260516_065323.md","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_20260516_045536__postR_20260516_065323__postR_20260516_065323.md","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_20260516_045536__postR_20260516_065323__postR_20260516_065323.md","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_20260516_045536__postR_20260516_065323__postR_20260516_065323.md","63","E1824573DEB35CCB6EC6F4A5F9171E66EF25088A2541CA2F2613B1BA3CE32F08","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:34","Figure_1","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305.md","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305.md","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305.md","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305.md","507","CF3B4FD414DA444E3D0830AF79776FD2528AA76A32658BF2428D703D7150DC18","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:34","Figure_1","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305__20260516_065305.md","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305__20260516_065305.md","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305__20260516_065305.md","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305__20260516_065305.md","507","CF3B4FD414DA444E3D0830AF79776FD2528AA76A32658BF2428D703D7150DC18","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:34","Figure_1","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305__20260516_065305__postR_20260516_065323.md","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305__20260516_065305__postR_20260516_065323.md","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305__20260516_065305__postR_20260516_065323.md","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305__20260516_065305__postR_20260516_065323.md","507","CF3B4FD414DA444E3D0830AF79776FD2528AA76A32658BF2428D703D7150DC18","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:34","Figure_1","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305__postR_20260516_065323.md","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305__postR_20260516_065323.md","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305__postR_20260516_065323.md","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305__postR_20260516_065323.md","507","CF3B4FD414DA444E3D0830AF79776FD2528AA76A32658BF2428D703D7150DC18","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:34","Figure_1","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305__postR_20260516_065323__postR_20260516_065323.md","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305__postR_20260516_065323__postR_20260516_065323.md","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305__postR_20260516_065323__postR_20260516_065323.md.SOURCE_POINTER.txt","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_1\frozen_v37_2_copied_sources\Figure_1_legend_v36_20260516_061604__20260516_064005__20260516_065305__postR_20260516_065323__postR_20260516_065323.md.SOURCE_POINTER.txt","507","CF3B4FD414DA444E3D0830AF79776FD2528AA76A32658BF2428D703D7150DC18","pointer","pointer_after_error","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_1\*"
